Since Beginning Seconds,Epsiode,Mean Cumulative Episodic Reward,Mean Accuracy
440.47658,1,0.033185563,0.002213542
860.916058,2,0.01366455,0.000911458
983.886455,3,0.283867197,0.018936991
1133.924839,4,0.183667627,0.012353516
1347.147363,5,0.023425046,0.0015625
1674.794218,6,0.019521849,0.001302083
1726.208401,7,0.245663174,0.017190024
1836.819984,8,0.159980069,0.01089838
1939.683596,9,0.22920751,0.016902598
2124.457018,10,0.186105932,0.012904163
2410.556935,11,0.094586747,0.006553248
2527.646447,12,0.10303841,0.007657181
2592.594791,13,0.126076454,0.008743038
2868.446248,14,0.134852555,0.009054098
2928.877953,15,0.09178258,0.006471868
3043.828145,16,0.136560346,0.00946372
3108.683725,17,0.103629354,0.007720269
3200.698749,18,0.138549576,0.010274012
3242.564871,19,0.153802772,0.011132812
3340.226175,20,0.147597819,0.01108941
3387.785457,21,0.202738528,0.014395361
3654.129539,22,0.133204284,0.009423828
3718.494097,23,0.08943161,0.006454735
3863.208414,24,0.078950902,0.005730897
3929.274583,25,0.036360098,0.002619872
4046.826321,26,0.039047022,0.002604167
4277.652808,27,0.058329715,0.004141455
4397.477213,28,0.048211176,0.00327691
4611.397269,29,0.061815755,0.004551866
4729.283087,30,0.047027993,0.003352865
4800.102423,31,0.063786537,0.004427083
4906.205894,32,0.062960744,0.004494102
4958.998912,33,0.072723608,0.005363502
5074.467474,34,0.052798277,0.003629557
5319.411474,35,0.107675607,0.007705908
5440.836459,36,0.064723113,0.00461346
5512.822603,37,0.160699053,0.012009871
5625.865957,38,0.096478745,0.006906421
5681.641623,39,0.169088549,0.01261017
5791.519603,40,0.096563555,0.007105777
5854.916609,41,0.109002559,0.007949679
5973.357723,42,0.043520633,0.003065321
6049.983596,43,0.068536038,0.004987809
6176.2273,44,0.039043492,0.002604167
6266.10527,45,0.042945606,0.002864583
6455.896201,46,0.039042303,0.002604167
6528.320904,47,0.033184711,0.002213542
6662.881779,48,0.035136222,0.00234375
6750.136355,49,0.04344153,0.002951389
7250.522498,50,0.040992642,0.002734375
7328.819975,51,0.035138455,0.00234375
7437.706837,52,0.05823643,0.004265667
7488.35573,53,0.055781419,0.003933377
7589.800741,54,0.083378801,0.005959332
7640.240232,55,0.083652027,0.005717745
7776.854288,56,0.092944906,0.006633604
8101.008447,57,0.11043367,0.007912844
8221.599951,58,0.104569199,0.007388466
8366.050431,59,0.08358489,0.006200601
8543.823488,60,0.069653473,0.004947346
8604.747213,61,0.071380258,0.005184919
8712.950694,62,0.045136602,0.003094363
8768.572089,63,0.061467094,0.004453639
8887.25526,64,0.039074304,0.002718099
8967.994482,65,0.031242023,0.002083333
9086.317498,66,0.023425779,0.0015625
9146.477094,67,0.019974962,0.001629519
9261.224909,68,0.021476669,0.001432292
9330.531217,69,0.027331994,0.001822917
9455.968576,70,0.017731245,0.001285807
9535.13325,71,0.029284343,0.001953125
9726.761011,72,0.019525602,0.001302083
9873.830989,73,0.025382091,0.001692708
10057.90828,74,0.023736024,0.001776003
10288.8192,75,0.04271982,0.003213356
10460.04037,76,0.035654521,0.002544488
10685.98855,77,0.060790983,0.00412721
10852.36463,78,0.059618273,0.004193793
11068.53161,79,0.066820025,0.004633111
11238.44075,80,0.068841759,0.004633654
11459.55041,81,0.065213807,0.004725477
11640.9476,82,0.060993756,0.004123264
11853.5791,83,0.068807057,0.005098353
11910.97522,84,0.043514059,0.003065321
12018.11972,85,0.041268864,0.00296224
12074.29887,86,0.031535467,0.002525659
12182.38133,87,0.017573428,0.001171875
12240.84434,88,0.009886488,0.000764974
12349.45416,89,0.011714402,0.00078125
12408.97457,90,0.005858925,0.000390625
12518.17388,91,0.004066502,0.000488281
12578.78643,92,0,0
12881.05273,93,0.005857171,0.000390625
13014.85827,94,0.001952107,0.000130208
13192.05308,95,0.003905859,0.000260417
13278.3616,96,0.001952112,0.000130208
13413.83201,97,0,0
13500.1245,98,0.003905122,0.000260417
13648.19754,99,0.003967233,0.000374349
13834.96952,100,0.015621112,0.001041667
