Since Beginning Seconds,Epsiode,Mean Cumulative Episodic Reward,Mean Accuracy
311.383543,1,0.618728611,0.04218172
492.047411,2,0.533243053,0.036332274
732.466723,3,0.55276825,0.037255915
903.153654,4,0.563788145,0.039022047
1167.811345,5,0.583826199,0.040315664
1339.232169,6,0.575458367,0.039341163
1582.64423,7,0.583141233,0.04051591
1775.17916,8,0.627071531,0.044028517
2018.250757,9,0.638983104,0.044265725
2223.500715,10,0.606545912,0.041891348
2481.62198,11,0.615496258,0.042366977
2665.069732,12,0.575669759,0.039734614
2871.138327,13,0.603164385,0.041266968
3127.752673,14,0.585082077,0.039771722
3180.764362,15,0.54477341,0.037107905
3445.9633,16,0.507714265,0.034776279
3626.208182,17,0.579173558,0.039057394
3791.98755,18,0.529284817,0.036542018
3983.460665,19,0.530783431,0.036869512
4251.977398,20,0.549347335,0.037669299
4474.115443,21,0.511882433,0.034778026
4759.204512,22,0.526946973,0.036654835
5006.166518,23,0.576320154,0.039885305
5298.494599,24,0.602766449,0.041932772
5547.815659,25,0.578873246,0.040056739
5849.193661,26,0.64224709,0.043987494
6088.72649,27,0.6636519,0.046231047
6376.44026,28,0.646507845,0.044600239
6617.489903,29,0.700699165,0.048449068
6871.492825,30,0.72581857,0.050975343
6975.813195,31,0.71108361,0.049135536
7231.904202,32,0.715004769,0.050096747
7477.998145,33,0.725711452,0.050869107
7597.291053,34,0.68720787,0.04719161
7843.042525,35,0.717737419,0.049242182
8145.925696,36,0.702680319,0.048146251
8410.228953,37,0.692897535,0.048141849
8529.276506,38,0.668407647,0.046492968
8711.532138,39,0.661782317,0.046205791
8973.698851,40,0.668701995,0.045848683
9286.814522,41,0.663034016,0.045072214
9551.695646,42,0.653263031,0.044539719
9869.120665,43,0.648288107,0.044367329
9954.358208,44,0.625988155,0.043870924
10264.34907,45,0.642524851,0.044309064
10538.56988,46,0.652320779,0.04495419
10867.10183,47,0.639817458,0.044297447
11152.71946,48,0.636833534,0.043575463
11487.52322,49,0.627131989,0.043397379
11792.4741,50,0.663011429,0.045991811
12218.40091,51,0.625508544,0.042950999
12563.53973,52,0.625475878,0.042774728
12856.91289,53,0.667496151,0.046149337
13224.3317,54,0.675700973,0.046197835
13541.77616,55,0.681134393,0.046407371
13918.19627,56,0.677456319,0.047110549
14244.30767,57,0.719602941,0.049665327
14680.56283,58,0.715444836,0.05031277
15011.85837,59,0.720438533,0.04913515
15397.08642,60,0.708078818,0.04833388
15733.15471,61,0.725298226,0.051081572
16126.56613,62,0.708370651,0.049538639
16223.53489,63,0.723528933,0.050384731
16617.87952,64,0.679419686,0.046987449
16960.95786,65,0.673466169,0.046101445
17113.42334,66,0.67578434,0.047528613
17464.49296,67,0.675797373,0.046831278
17615.4402,68,0.649552023,0.044713095
17964.55959,69,0.679959594,0.047490319
18371.03133,70,0.637662098,0.043958041
18724.418,71,0.627591465,0.043216044
19135.40935,72,0.636056753,0.043830443
19238.72537,73,0.631072492,0.043589143
19400.19407,74,0.608033437,0.043033238
19773.28525,75,0.658542997,0.046146142
19932.38161,76,0.639314573,0.04392237
20298.05658,77,0.579955495,0.040866125
20455.24105,78,0.647348205,0.044677752
20813.43524,79,0.614554835,0.042392364
21220.80262,80,0.684009032,0.046422036
21577.51941,81,0.658591905,0.045184824
22071.07921,82,0.672220248,0.0465802
22487.43466,83,0.697004717,0.048013673
22854.68291,84,0.70552011,0.048641709
23011.16761,85,0.698464528,0.048864599
23383.00774,86,0.700742839,0.049310342
23809.92878,87,0.673665501,0.046622552
24186.6546,88,0.659495543,0.046207198
24617.3803,89,0.696671028,0.048168142
25000.27177,90,0.708684133,0.049227045
25440.0568,91,0.694649505,0.04867951
25552.27236,92,0.720553821,0.050007979
26017.23084,93,0.716856889,0.050178166
26504.71169,94,0.731616711,0.051524301
26901.44665,95,0.719174265,0.050396004
27352.60636,96,0.717222875,0.050508008
27761.72417,97,0.73467169,0.052514344
28219.23954,98,0.738246871,0.051478826
28657.91868,99,0.745989066,0.053117516
29125.35705,100,0.769695537,0.053953231
